SOP Type,SOP Number,Document Date,Corporate Customer Number,Customer Number,Customer Name,Country from Customer Master,Sales Territory,Item Number,Item Class Code,Item Description,COGS Account Number,PriceLevel,QTY,Unit Price,Markdown Amount,Extended Price,Void Status
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,ANO-229-M0W,ANO-MAIN,ANO for RFIC; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,5650,0,5650,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,ANO-229-P0W,,Full Analog Office with Silicon Libraries. Perpetual WW WAN for Win.,300-4005-00,AWR,1,4125,3263,862,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,ANO-229-T0W,ANO-TERM,ANO for RFIC; Term/WAN WW/Win,000-2300-00,AWR,1,11025,0,11025,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,FIL-100-M0W,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,628,0,628,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,FIL-100-P0W,FIL-PURC,Nuhertz Filter Synthesis; Purchase/WAN WW/Win,300-4000-00,AWR,1,458,362,96,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,HSP-100-M0W,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,1256,0,1256,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,HSP-100-P0W,HSP-PURC,Synopsys HSPICE and Simulation Interface; Purchase/WAN WW/Win,300-4000-00,AWR,1,917,726,191,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,HSP-100-T0W,HSP-TERM,Synopsys HSPICE and Simulation Interface; Term/WAN WW/Win,000-2300-00,AWR,1,2940,0,2940,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MGC-100-T0W,MGC-TERM,AWR Connected&trade; for Mentor Graphics; Term/WAN WW/Win,000-2300-00,AWR,1,4900,0,4900,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-100-M0W,MWO-MAIN,MWO Linear; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,500,0,500,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-105-M0W,MWO-MAIN,MWO Linear & Layout; 12M Maint/WAN WW/Win,000-2301-00,AWR,2,1004.5,0,2009,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-105-P0W,MWO-PURC,MWO Linear & Layout; Purchase/WAN WW/Win,300-4015-00,AWR,2,733.5,580.5,306,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-105-T0W,MWO-TERM,MWO Linear & Layout; Term/WAN WW/Win,000-2300-00,AWR,3,1960,0,5880,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-125-M0W,MWO-MAIN,"MWO Linear, EMSight, & Layout; 12M Maint/WAN WW/Win",000-2301-00,AWR,2,1506.5,0,3013,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-125-P0W,MWO-PURC,"MWO Linear, EMSight, & Layout; Purchase/WAN WW/Win",300-4015-00,AWR,2,1100,870.5,459,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-125-T0W,MWO-TERM,"MWO Linear, EMSight, & Layout; Term/WAN WW/Win",000-2300-00,AWR,1,2940,0,2940,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-M0W,MWO-MAIN,MWO for MIC/PCB; 12M Maint/WAN WW/Win,000-2301-00,AWR,2,2009,0,4018,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-M0W,MWO-MAIN,MWO for MIC/PCB; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,2260,0,2260,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-M0W,MWO-MAIN,MWO for MIC/PCB; 12M Maint/WAN WW/Win,000-2301-00,AWR,2,2260,0,4520,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-P0W,MWO-PURC,MWO for MIC/PCB; Purchase/WAN WW/Win,300-4015-00,AWR,2,1466.5,1160,613,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-T0W,MWO-TERM,MWO for MIC/PCB; Term/WAN WW/Win,000-2300-00,AWR,1,4410,0,4410,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,MWO-226-M0W,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/WAN WW/Win,000-2301-00,AWR,2,753.5,0,1507,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,NXG-100-M0W,NXG-MAIN,ACS NETEX-G Extraction Wizard; 12M Maint/WAN WW/Win,300-4410-00,AWR,1,460,0,460,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,NXG-100-P0W,NXG-PURC,ACS NETEX-G Extraction Wizard; Purchase/WAN WW/Win,300-4400-00,AWR,1,336,266,70,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,,Upgrade Product from MWO-226 to MWO-225-POW,300-4015-00,AWR,2,550,435,230,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,,Upgrade Product MWO-225-FLW to MWO-225-P0W,300-4015-00,AWR,1,1500,1187,313,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,,Upgrade Product from VSS-350-PFW to VSS-350-P0W,300-4020-00,AWR,1,1333,1055,278,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,,Upgrade Product from MWO-225-PLW to MWO-225-P0W,300-4015-00,AWR,2,2475,1958,1034,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,,Upgrade Product from MWO-100-PLW to MWO-100-P0W,300-4015-00,AWR,1,550,435,115,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,VSS-250-M0W,VSS-MAIN,VSS for Communication Signals; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,1507,0,1507,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,VSS-250-P0W,VSS-PURC,VSS for Communication Signals; Purchase/WAN WW/Win,300-4020-00,AWR,1,1100,870,230,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,VSS-250-T0W,VSS-TERM,VSS for Communication Signals; Term/WAN WW/Win,000-2300-00,AWR,1,2940,0,2940,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,VSS-350-M0W,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,2009,0,2009,Normal
Invoice,5516CTC-2,7/1/2008,,8813,Honeywell,United States,NORTH AMERICA,XEM-100-T0W,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/WAN WW/Win,000-2300-00,AWR,1,4900,0,4900,Normal
Invoice,4847TI(2),7/2/2008,,396,Microelectronics Technology,"Taiwan,",ASIA,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,INT,20,4095,3157.5,18750,Normal
Invoice,5703MI,7/2/2008,1541,1063,Astyx GmbH,Germany,EUROPE,MWO-105-MFW,MWO-MAIN,MWO Linear & Layout; 12M Maint/Floating/Win,000-2301-00,RES30,1,2184,0,2184,Normal
Invoice,5703MI,7/2/2008,1541,1063,Astyx GmbH,Germany,EUROPE,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,RES30,1,4914,0,4914,Normal
Invoice,5704MD,7/2/2008,,406,Mid-Atlantic RF Systems,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,4050,0,4050,Normal
Invoice,5690CD,7/4/2008,,9085,Valleylab,United States,NORTH AMERICA,MWO-226-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating/Win,000-2301-00,AWR,1,7200,0,7200,Normal
Invoice,5690CD,7/4/2008,,9085,Valleylab,United States,NORTH AMERICA,MWO-226-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/Win,300-4015-00,AWR,1,48000,7200,40800,Normal
Invoice,5690CD-TAX,7/4/2008,,9085,Valleylab,United States,NORTH AMERICA,TAX,MISC,Japan Consumption Tax,000-2212-00,AWR,1,2280,0,2280,Normal
Invoice,5701CI,7/4/2008,,9499,SEE Telecom/RandD,Belgium,EUROPE,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,INT,1,7020,0,7020,Normal
Invoice,5701CI,7/4/2008,,9499,SEE Telecom/RandD,Belgium,EUROPE,MWO-225-PFW,MWO-PURC,MWO for MIC/PCB; Purchase/Floating/Win,300-4015-00,INT,1,46800,0,46800,Normal
Invoice,5707UI,7/4/2008,1601,3141,Chitose Institute,Japan,ASIA,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,CYB,1,2377.81,1807.97,569.85,Normal
Invoice,5708MI,7/4/2008,7696,8756,AT4Wireless,Spain,EUROPE,APL-001-MLW,APL-MAIN,Analog Design Tool; 12M Maint/Locked/Win,000-2301-00,RES20,1,1131.2,0,1131.2,Normal
Invoice,5708MI,7/4/2008,7696,8756,AT4Wireless,Spain,EUROPE,FIL-100-MLW,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/Locked/Win,000-2301-00,RES20,1,1170,0,1170,Normal
Invoice,5708MI,7/4/2008,7696,8756,AT4Wireless,Spain,EUROPE,MWO-205-MLW,MWO-MAIN,MWO NonLinear & Layout; 12M Maint/Locked/Win,000-2301-00,RES20,2,3744,0,7488,Normal
Invoice,5708MI,7/4/2008,7696,8756,AT4Wireless,Spain,EUROPE,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,RES20,1,4212,0,4212,Normal
Invoice,5708MI,7/4/2008,7696,8756,AT4Wireless,Spain,EUROPE,TSW-100-MLW,TSW-MAIN,TestWave Instrumentation Interface; 12M Maint/Locked/Win,000-2301-00,RES20,1,780,0,780,Normal
Invoice,5708MI,7/4/2008,7696,8756,AT4Wireless,Spain,EUROPE,VSS-350-MLW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Locked/Win,000-2301-00,RES20,1,3744,0,3744,Normal
Invoice,5708MI,7/4/2008,7696,8756,AT4Wireless,Spain,EUROPE,VSS-350-MLW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Locked/Win,000-2301-00,RES20,1,967.2,0,967.2,Normal
Invoice,5708UI,7/4/2008,2343,732,University of Birmingham,United Kingdom,EUROPE,APL-200-UFW,,APLAC Time-Domain Simulator Non-commercial University License,300-4000-00,INT,1,3398.17,2465.32,932.85,Normal
Invoice,5708UI,7/4/2008,2343,732,University of Birmingham,United Kingdom,EUROPE,FIL-100-UFW,,Nuhertz Filter Synthesis. Non-commercial University License.,300-4000-00,INT,1,3398.17,2465.32,932.85,Normal
Invoice,5708UI,7/4/2008,2343,732,University of Birmingham,United Kingdom,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,INT,1,3398.17,2465.32,932.85,Normal
Invoice,5708UI,7/4/2008,2343,732,University of Birmingham,United Kingdom,EUROPE,VSS-350-UFW,VSS-UNIV,Visual System Simulator University 20-License Package,300-4000-00,INT,1,3398.17,2465.32,932.85,Normal
Invoice,NC:QUOTE9073,7/4/2008,2343,739,University of Kent,United Kingdom,EUROPE,APL-200-UFW,,APLAC Time-Domain Simulator Non-commercial University License,300-4000-00,INT,1,3398.17,3398.17,0,Normal
Invoice,NC:QUOTE9073,7/4/2008,2343,739,University of Kent,United Kingdom,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,INT,1,3398.17,3398.17,0,Normal
Invoice,NC:QUOTE9073,7/4/2008,2343,739,University of Kent,United Kingdom,EUROPE,VSS-350-UFW,VSS-UNIV,Visual System Simulator University 20-License Package,300-4000-00,INT,1,3398.17,3398.17,0,Normal
Invoice,4908CD(2),7/6/2008,,9229,MtronPTI,United States,NORTH AMERICA,MWO-225-M2W,MWO-MAIN,MWO for MIC/PCB; 12M Maint/WAN 2 TZ/Win,000-2301-00,AWR,1,6480,1012.5,5467.5,Normal
Invoice,4908CD(2),7/6/2008,,9229,MtronPTI,United States,NORTH AMERICA,TSW-100-M2W,TSW-MAIN,TestWave Instrumentation Interface; 12M Maint/WAN 2 TZ/Win,000-2301-00,AWR,1,1200,187.5,1012.5,Normal
Invoice,5279CDC,7/7/2008,,8877,Crossfield Technology,United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,37.5,0,37.5,Normal
Invoice,5279CDC,7/7/2008,,8877,Crossfield Technology,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,1012.5,0,1012.5,Normal
Invoice,5279CDC,7/7/2008,,8877,Crossfield Technology,United States,NORTH AMERICA,MWO-225-PLW,MWO-PURC,MWO for MIC/PCB; Purchase/Locked/Win,300-4015-00,AWR,1,6750,1687.5,5062.5,Normal
Invoice,5279CDC,7/7/2008,,8877,Crossfield Technology,United States,NORTH AMERICA,VSS-150-MLW,VSS-MAIN,VSS for RF Architecture; 12M Maint/Locked/Win,000-2301-00,AWR,1,337.5,0,337.5,Normal
Invoice,5279CDC,7/7/2008,,8877,Crossfield Technology,United States,NORTH AMERICA,VSS-150-PLW,VSS-PURC,VSS for RF Architecture; Purchase/Locked/Win,300-4020-00,AWR,1,2250,562.5,1687.5,Normal
Invoice,3562TI(3)C,7/8/2008,1450,5946,VXL Technologies,India,ASIA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,RES40,2,1747.2,330.53,2833.34,Normal
Invoice,5701MD,7/8/2008,,2864,Optium Corporation,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,4050,0,4050,Normal
Invoice,5705TI-1,7/8/2008,,562,SAAB Avitronics.,Sweden,EUROPE,ADS-100-TFW,ADS-TERM,Agilent EEsof ADS to MWO Translator; Term/Floating/Win,000-2300-00,INT,1,24050,22190.08,1859.92,Normal
Invoice,5705TI-1,7/8/2008,,562,SAAB Avitronics.,Sweden,EUROPE,ANO-229-TFW,ANO-TERM,ANO for RFIC; Term/Floating/Win,000-2300-00,INT,2,40950,37783.11,6333.78,Normal
Invoice,5705TI-1,7/8/2008,,562,SAAB Avitronics.,Sweden,EUROPE,APL-200-TFW,APL-TERM,APLAC Time-Domain & HB Advanced; Term/Floating/Win,000-2300-00,INT,8,13650,12594.37,8445.04,Normal
Invoice,5705TI-1,7/8/2008,,562,SAAB Avitronics.,Sweden,EUROPE,CAL-100-TFW,CAL-TERM,Mentor Calibre DRC/LVS Verification Interface; Term/Floating/Win,000-2300-00,INT,2,13650,12594.37,2111.26,Normal
Invoice,5705TI-1,7/8/2008,,562,SAAB Avitronics.,Sweden,EUROPE,FIL-100-TFW,FIL-TERM,Nuhertz Filter Synthesis; Term/Floating/Win,000-2300-00,INT,1,4550,4198.08,351.92,Normal
Invoice,5705TI-1,7/8/2008,,562,SAAB Avitronics.,Sweden,EUROPE,MWO-229-TFW,MWO-TERM,MWO for MMIC & Modules; Term/Floating/Win,000-2300-00,INT,8,27300,25188.74,16890.08,Normal
Invoice,5705TI-1,7/8/2008,,562,SAAB Avitronics.,Sweden,EUROPE,VSS-350-TFW,VSS-TERM,VSS for Wireless Communication Standards; Term/Floating/Win,000-2300-00,INT,8,14560,13434,9008,Normal
Invoice,5709UI,7/8/2008,1445,219,Fachhochschule Nordwestschweiz,Switzerland,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES30,1,2275,0,2275,Normal
Invoice,5711UI-RE,7/9/2008,2343,6538,University College Dublin,Ireland,EUROPE,APL-100-UFW,,APLAC Time-Domain Simulator Non-commercial University License,300-4000-00,INT,1,3949.75,3949.75,0,Normal
Invoice,5711UI-RE,7/9/2008,2343,6538,University College Dublin,Ireland,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,INT,1,3949.75,0,3949.75,Normal
Invoice,5711UI-RE,7/9/2008,2343,6538,University College Dublin,Ireland,EUROPE,VSS-350-UFW,VSS-UNIV,Visual System Simulator University 20-License Package,300-4000-00,INT,1,3949.75,3949.75,0,Normal
Invoice,4071LI(3),7/10/2008,2343,8790,Wessex Electronics,United Kingdom,EUROPE,MWO-205-TLW,MWO-TERM,MWO NonLinear & Layout; Term/Locked/Win,000-2300-00,INT,1,10962.73,0,10962.73,Normal
Invoice,4081LI(3),7/10/2008,6763,8917,Sagem Velizy,France,EUROPE,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,INT,1,19323.76,4831.33,14492.42,Normal
Invoice,4934TI(2),7/10/2008,2343,9015,Peak RF Limited,United Kingdom,EUROPE,MWO-228-TLW,MWO-TERM,MWO for MMIC; Term/Locked/Win,000-2300-00,INT,1,17122.53,8562.26,8560.27,Normal
Invoice,5712MD,7/10/2008,,89,"Cascade Microtech, Inc",United States,NORTH AMERICA,MWO-228-MFW,MWO-MAIN,MWO for MMIC; 12M Maint/Floating/Win,000-2301-00,AWR,1,7200,0,7200,Normal
Invoice,5713MI,7/10/2008,1601,8798,Tektronix Japan,Japan,ASIA,VSS-250-MLW,VSS-MAIN,VSS for Communication Signals; 12M Maint/Locked/Win,000-2301-00,CYB,1,2564.31,0,2564.31,Normal
Invoice,5714MI,7/10/2008,1601,249,Furukawa Electric Co. Ltd FITEL,Japan,ASIA,HSP-100-MLW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Locked/Win,000-2301-00,CYB,1,2853.94,0,2853.94,Normal
Invoice,5714MI,7/10/2008,1601,249,Furukawa Electric Co. Ltd FITEL,Japan,ASIA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,CYB,1,3849.05,0,3849.05,Normal
Invoice,5715MD,7/10/2008,957,8847,Selex Communications,Italy,EUROPE,VSS-250-MFW,VSS-MAIN,VSS for Communication Signals; 12M Maint/Floating/Win,000-2301-00,RES30,3,3276,0,9828,Normal
Invoice,5716MD,7/10/2008,,1861,ShortWave Ventures,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,4050,2025,2025,Normal
Invoice,5717MI,7/10/2008,2343,8041,Qinetiq Ltd,United Kingdom,EUROPE,BACK-MAIN,,To bring maintenance current MWO-225 MLW,300-4000-00,INT,1,12842.39,0,12842.39,Normal
Invoice,5717MI,7/10/2008,2343,8041,Qinetiq Ltd,United Kingdom,EUROPE,BACK-MAIN,,To bring maintenance current MWO-225-MLW,300-4000-00,INT,1,12842.39,0,12842.39,Normal
Invoice,5717MI,7/10/2008,2343,8041,Qinetiq Ltd,United Kingdom,EUROPE,BACK-MAIN,,To bring maintenance current VSS-350-MLW,300-4000-00,INT,1,11413.69,0,11413.69,Normal
Invoice,5717MI,7/10/2008,2343,8041,Qinetiq Ltd,United Kingdom,EUROPE,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,INT,1,5503.31,0,5503.31,Normal
Invoice,5717MI,7/10/2008,2343,8041,Qinetiq Ltd,United Kingdom,EUROPE,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,INT,1,5503.31,0,5503.31,Normal
Invoice,5717MI,7/10/2008,2343,8041,Qinetiq Ltd,United Kingdom,EUROPE,VSS-350-MLW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Locked/Win,000-2301-00,INT,1,4892.72,0,4892.72,Normal
Invoice,5719MD,7/10/2008,,8670,TelGaAs Inc.,United States,NORTH AMERICA,MWO-125-MLW,MWO-MAIN,"MWO Linear, EMSight, & Layout; 12M Maint/Locked/Win",000-2301-00,AWR,1,2700,0,2700,Normal
Invoice,5719MD,7/10/2008,,8670,TelGaAs Inc.,United States,NORTH AMERICA,MWO-205-MLW,MWO-MAIN,MWO NonLinear & Layout; 12M Maint/Locked/Win,000-2301-00,AWR,1,3600,0,3600,Normal
Invoice,5719MD,7/10/2008,,8670,TelGaAs Inc.,United States,NORTH AMERICA,VSS-150-MLW,VSS-MAIN,VSS for RF Architecture; 12M Maint/Locked/Win,000-2301-00,AWR,1,732,0,732,Normal
Return,4342LD(2)C-RETURN,7/13/2008,,8957,Nitronex Corporation,United States,NORTH AMERICA,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,AWR,2,2800,0,5600,Normal
Return,4342LD(2)D-RETURN,7/13/2008,,8957,Nitronex Corporation,United States,NORTH AMERICA,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,AWR,2,2800,0,5600,Normal
Return,4597LD(2)B-RETURN,7/13/2008,,8957,Nitronex Corporation,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,AWR,2,2100,210,3780,Normal
