SOP Type,SOP Number,Document Date,Corporate Customer Number,Customer Number,Customer Name,Country from Customer Master,Sales Territory,Item Number,Item Class Code,Item Description,COGS Account Number,PriceLevel,QTY,Unit Price,Markdown Amount,Extended Price,Void Status
Invoice,5511CD,4/4/2008,,7390,Litepoint,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,4050,0,4050,Normal
Invoice,5511CD,4/4/2008,,7390,Litepoint,United States,NORTH AMERICA,MWO-225-PLW,MWO-PURC,MWO for MIC/PCB; Purchase/Locked/Win,300-4015-00,AWR,1,27000,7000,20000,Normal
Invoice,5512MD,4/4/2008,,21,Alta Engineering,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,4050,2025,2025,Normal
Invoice,5512MD,4/4/2008,,21,Alta Engineering,United States,NORTH AMERICA,VSS-350-MLW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Locked/Win,000-2301-00,AWR,1,3600,1800,1800,Normal
Invoice,5513MD,4/4/2008,,8945,Rock Systems LLC,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,4050,0,4050,Normal
Invoice,5513MD,4/4/2008,,8945,Rock Systems LLC,United States,NORTH AMERICA,VSS-350-MLW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Locked/Win,000-2301-00,AWR,1,3600,0,3600,Normal
Invoice,5514MI,4/4/2008,1601,5257,Fujitsu Laboratories Ltd.,Japan,ASIA,MWO-100-MLW,MWO-MAIN,MWO Linear; 12M Maint/Locked/Win,000-2301-00,CYB,8,914.94,0,7319.53,Normal
Invoice,5515MI,4/4/2008,1601,5257,Fujitsu Laboratories Ltd.,Japan,ASIA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,CYB,1,4120.01,0,4120.01,Normal
Invoice,5517CD-UP,4/4/2008,,3376,Harris Corp. (MCD-RWS),United States,NORTH AMERICA,MGC-100-M0W,MGC-MAIN,AWR Connected&trade; for Mentor Graphics; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,14400,0,14400,Normal
Invoice,5517CD-UP,4/4/2008,,3376,Harris Corp. (MCD-RWS),United States,NORTH AMERICA,MGC-100-P0W,,MWO to BoardStation Translator. Perpetual WW WAN for Win.,300-4000-00,AWR,1,96000,24000,72000,Normal
Invoice,5517CD-UP,4/4/2008,,3376,Harris Corp. (MCD-RWS),United States,NORTH AMERICA,UPG-MAINT,,upgrade maint. on above item covers 4/2/08 to 4/2/09,300-4000-00,,1,7200,1285.71,5914.29,Normal
Invoice,5517CD-UP,4/4/2008,,3376,Harris Corp. (MCD-RWS),United States,NORTH AMERICA,UPG-MAINT,,upgrade maint. on above item covers 4/2/08 to 4/2/09,300-4000-00,,2,10080,1800,16560,Normal
Invoice,5517CD-UP,4/4/2008,,3376,Harris Corp. (MCD-RWS),United States,NORTH AMERICA,UPG-MAINT,,upgrade maint. on above item covers 4/2/08 to 4/2/09,300-4000-00,,1,12960,2314.29,10645.71,Normal
Invoice,5517CD-UP,4/4/2008,,3376,Harris Corp. (MCD-RWS),United States,NORTH AMERICA,UPG-PROD,,Upgrade MWO-225-PF to MWO-226-PF,300-4015-00,AWR,1,48000,33629.46,14370.54,Normal
Invoice,5517CD-UP,4/4/2008,,3376,Harris Corp. (MCD-RWS),United States,NORTH AMERICA,UPG-PROD,,Upgrade MWO-225-PF to MWO-226-P4W,300-4015-00,AWR,2,67200,47081.25,40237.5,Normal
Invoice,5517CD-UP,4/4/2008,,3376,Harris Corp. (MCD-RWS),United States,NORTH AMERICA,UPG-PROD,,Upgrade MWO-225-PF to MWO-226-P0W,300-4015-00,AWR,1,86400,60533.04,25866.96,Normal
Invoice,5518MD,4/4/2008,,6356,ITT Electronics,United States,NORTH AMERICA,MWO-205-MFW,MWO-MAIN,MWO NonLinear & Layout; 12M Maint/Floating/Win,000-2301-00,AWR,2,4800,0,9600,Normal
Invoice,5520MD,4/4/2008,,9130,USAEPG,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,4050,0,4050,Normal
Invoice,5521MD,4/4/2008,,4759,Wavesat,Canada,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,4050,0,4050,Normal
Invoice,5521MD,4/4/2008,,4759,Wavesat,Canada,NORTH AMERICA,VSS-350-MLW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Locked/Win,000-2301-00,AWR,1,3600,0,3600,Normal
Invoice,5524MI,4/4/2008,1582,7300,Reutech Radar Systems Pty Ltd,South Africa,AFRICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,RES20,1,4212,0,4212,Normal
Invoice,5525MD,4/4/2008,,3520,Southwest Research Institute,United States,NORTH AMERICA,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,AWR,1,5400,0,5400,Normal
Invoice,5526OI,4/4/2008,,2490,Sonnet Software,United States,NORTH AMERICA,ADMIN FEE,MISC,Admin Fee,300-4000-00,,6,500,0,3000,Normal
Invoice,3562TI(3)B,4/7/2008,1450,5946,VXL Technologies,India,ASIA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,RES40,2,1747.2,330.53,2833.34,Normal
Invoice,5279CDB,4/7/2008,,8877,Crossfield Technology,United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,37.5,0,37.5,Normal
Invoice,5279CDB,4/7/2008,,8877,Crossfield Technology,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,1012.5,0,1012.5,Normal
Invoice,5279CDB,4/7/2008,,8877,Crossfield Technology,United States,NORTH AMERICA,MWO-225-PLW,MWO-PURC,MWO for MIC/PCB; Purchase/Locked/Win,300-4015-00,AWR,1,6750,1687.5,5062.5,Normal
Invoice,5279CDB,4/7/2008,,8877,Crossfield Technology,United States,NORTH AMERICA,VSS-150-MLW,VSS-MAIN,VSS for RF Architecture; 12M Maint/Locked/Win,000-2301-00,AWR,1,337.5,0,337.5,Normal
Invoice,5279CDB,4/7/2008,,8877,Crossfield Technology,United States,NORTH AMERICA,VSS-150-PLW,VSS-PURC,VSS for RF Architecture; Purchase/Locked/Win,300-4020-00,AWR,1,2250,562.5,1687.5,Normal
Invoice,4624TI(2),4/10/2008,,9122,Sun Electronic Technologies Ltd.,India,ASIA,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,INT,3,7280,780,19500,Normal
Invoice,5129UI,4/11/2008,1601,1146,Kanto Polytechnic College,Japan,ASIA,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,CYB,1,2545.2,1935.24,609.96,Normal
Invoice,5307UI,4/11/2008,1461,9384,Universidad Del Norte,Columbia,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES40,1,1950,135,1815,Normal
Invoice,5505UI,4/11/2008,1601,8795,Niihama National College of Te,Japan,ASIA,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,CYB,1,2545.2,1935.24,609.96,Normal
Invoice,5506CD-UP,4/11/2008,,10010196,CPI,United States,NORTH AMERICA,MWO-225-M1W,MWO-MAIN,MWO for MIC/PCB; 12M Maint/WAN 1 TZ/Win,000-2301-00,AWR,1,5940,0,5940,Normal
Invoice,5506CD-UP,4/11/2008,,10010196,CPI,United States,NORTH AMERICA,MWO-225-P1W,MWO-PURC,MWO for MIC/PCB; Purchase/WAN 1 TZ/Win,300-4015-00,AWR,1,39600,15124.5,24475.5,Normal
Invoice,5506CD-UP,4/11/2008,,10010196,CPI,United States,NORTH AMERICA,UPG-MAINT,,associated maint on above item 4/2/08 to 4/2/09,300-4000-00,,1,420,0,420,Normal
Invoice,5506CD-UP,4/11/2008,,10010196,CPI,United States,NORTH AMERICA,UPG-MAINT,,associated maint on above item 4/2/08 to 4/2/09,300-4000-00,,1,1890,0,1890,Normal
Invoice,5506CD-UP,4/11/2008,,10010196,CPI,United States,NORTH AMERICA,UPG-PROD,,Upgrade Product MWO-100-PFW to MWO-100-P1W,300-4015-00,AWR,1,800,0,800,Normal
Invoice,5506CD-UP,4/11/2008,,10010196,CPI,United States,NORTH AMERICA,UPG-PROD,,Upgrade Product from MWO-225-PFW to MWO-225-P1W,300-4015-00,AWR,1,3600,0,3600,Normal
Invoice,5506CD-UP,4/11/2008,,10010196,CPI,United States,NORTH AMERICA,VSS-150-M1W,VSS-MAIN,VSS for RF Architecture; 12M Maint/WAN 1 TZ/Win,000-2301-00,AWR,1,1980,0,1980,Normal
Invoice,5506CD-UP,4/11/2008,,10010196,CPI,United States,NORTH AMERICA,VSS-150-P1W,VSS-PURC,VSS for RF Architecture; Purchase/WAN 1 TZ/Win,300-4020-00,AWR,1,13200,5041.5,8158.5,Normal
Invoice,5509TD,4/11/2008,,8854,xG Technology,United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,150,0,150,Normal
Invoice,5509TD,4/11/2008,,8854,xG Technology,United States,NORTH AMERICA,VSS-350-TLW,VSS-TERM,VSS for Wireless Communication Standards; Term/Locked/Win,000-2300-00,AWR,1,10800,0,10800,Normal
Invoice,5519TD(1),4/11/2008,,9441,Physical Optics Corporation,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,AWR,1,9450,0,9450,Normal
Invoice,5522UI,4/11/2008,7696,2271,Universidad Politecnica De Madrid,Spain,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES20,1,3160,2591.2,568.8,Normal
Invoice,5522UI,4/11/2008,7696,2271,Universidad Politecnica De Madrid,Spain,EUROPE,VSS-250-UFW,VSS-UNIV,Visual System Simulator University 20-License Package,300-4000-00,RES20,1,3160,2591.2,568.8,Normal
Invoice,5523CI,4/11/2008,2343,9442,Park Air Systems Ltd.,United Kingdom,EUROPE,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,INT,1,203.5,0,203.5,Normal
Invoice,5523CI,4/11/2008,2343,9442,Park Air Systems Ltd.,United Kingdom,EUROPE,MWO-105-MLW,MWO-MAIN,MWO Linear & Layout; 12M Maint/Locked/Win,000-2301-00,INT,1,2445.99,0,2445.99,Normal
Invoice,5523CI,4/11/2008,2343,9442,Park Air Systems Ltd.,United Kingdom,EUROPE,MWO-105-PLW,MWO-PURC,MWO Linear & Layout; Purchase/Locked/Win,300-4015-00,INT,1,16303.96,2852.99,13450.96,Normal
Invoice,5527MI,4/11/2008,1582,3602,SAAB Avitronics,South Africa,AFRICA,FIL-100-MFW,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/Floating/Win,000-2301-00,RES20,1,1560,0,1560,Normal
Invoice,5527MI,4/11/2008,1582,3602,SAAB Avitronics,South Africa,AFRICA,MWO-200-MLW,MWO-MAIN,MWO NonLinear; 12M Maint/Locked/Win,000-2301-00,RES20,2,2269.6,0,4539.2,Normal
Invoice,5527MI,4/11/2008,1582,3602,SAAB Avitronics,South Africa,AFRICA,VSS-250-MLW,VSS-MAIN,VSS for Communication Signals; 12M Maint/Locked/Win,000-2301-00,RES20,1,2192,0,2192,Normal
Invoice,5528UI,4/11/2008,1541,9111,Fachhochschule Deggendorf,Germany,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES30,1,2275,1872.5,402.5,Normal
Invoice,5528UI,4/11/2008,1541,9111,Fachhochschule Deggendorf,Germany,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES30,1,2275,2275,0,Normal
Invoice,5529MI,4/11/2008,1601,3696,Yazaki Corporation,Japan,ASIA,HSP-100-MLW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Locked/Win,000-2301-00,CYB,1,3054.85,0,3054.85,Normal
Invoice,5529MI,4/11/2008,1601,3696,Yazaki Corporation,Japan,ASIA,MWO-100-MLW,MWO-MAIN,MWO Linear; 12M Maint/Locked/Win,000-2301-00,CYB,1,914.94,0,914.94,Normal
Invoice,5530TI(1),4/11/2008,2343,9446,Kevin Jarman Design Services Ltd.,United Kingdom,EUROPE,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,INT,1,203.5,0,203.5,Normal
Invoice,5530TI(1),4/11/2008,2343,9446,Kevin Jarman Design Services Ltd.,United Kingdom,EUROPE,MWO-100-TLW,MWO-TERM,MWO Linear; Term/Locked/Win,000-2300-00,INT,1,2852.99,1456.42,1396.57,Normal
Invoice,5531OD,4/11/2008,,7460,BAE Systems,United States,NORTH AMERICA,ADMIN FEE,MISC,Admin Fee,300-4000-00,,1,70000,0,70000,Normal
Invoice,NC040208B,4/11/2008,,9443,California State University - Chico,United States,NORTH AMERICA,APL-100-UFW,,APLAC Time-Domain Simulator University License,300-4000-00,,1,2500,2500,0,Normal
Invoice,NC040208B,4/11/2008,,9443,California State University - Chico,United States,NORTH AMERICA,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,AWR,1,2500,2500,0,Normal
Invoice,3782CD(3),4/13/2008,,8747,"Aethercomm, Inc.",United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,50,0,50,Normal
Invoice,3782CD(3),4/13/2008,,8747,"Aethercomm, Inc.",United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,3600,0,3600,Normal
Invoice,3782CD(3),4/13/2008,,8747,"Aethercomm, Inc.",United States,NORTH AMERICA,MWO-225-PLW,MWO-PURC,MWO for MIC/PCB; Purchase/Locked/Win,300-4015-00,AWR,1,8000,1200,6800,Normal
Invoice,4537LD(2),4/15/2008,,4707,Amalfi Semiconductor,United States,NORTH AMERICA,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,AWR,2,12133.5,0,24267,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,ADS-100-TFW,ADS-TERM,Agilent EEsof ADS to MWO Translator; Term/Floating/Win,000-2300-00,AWR,1,25136.26,25136.26,0,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,ANO-229-TFW,ANO-TERM,ANO for RFIC; Term/Floating/Win,000-2300-00,AWR,1,42798.89,42798.89,0,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,HSP-100-TFW,HSP-TERM,Synopsys HSPICE and Simulation Interface; Term/Floating/Win,000-2300-00,AWR,1,11413.97,4295.45,7118.52,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,MGC-100-TFW,MGC-TERM,AWR Connected&trade; for Mentor Graphics; Term/Floating/Win,000-2300-00,INT,1,25136.26,14498.39,10637.87,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,MWO-228-MFW,MWO-MAIN,MWO for MMIC; 12M Maint/Floating/Win,000-2301-00,AWR,1,9781.98,2312.32,7469.65,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,MWO-228-MFW,MWO-MAIN,MWO for MMIC; 12M Maint/Floating/Win,000-2301-00,AWR,1,9781.98,2312.32,7469.65,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/Win,000-2300-00,AWR,4,22825.94,5396.75,69716.77,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/Win,000-2300-00,AWR,5,22825.94,5396.75,87145.97,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,MWO-228-TFW(PK),,MWO for MMIC Design.Peak-use Floating License,300-4000-00,,4,0,0,0,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,MWO-228-TFW(PK),,MWO for MMIC Design. Peak-use Floating License,300-4000-00,,5,0,0,0,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,VSS-350-TFW,VSS-TERM,VSS for Wireless Communication Standards; Term/Floating/Win,000-2300-00,AWR,1,15216.63,3597.17,11619.46,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,VSS-350-TFW,VSS-TERM,VSS for Wireless Communication Standards; Term/Floating/Win,000-2300-00,AWR,1,15216.63,3597.17,11619.46,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,VSS-350-TFW(PK),,VSS with Core & Comm. Std Libs. Peak-use Floating License,300-4000-00,,1,0,0,0,Normal
Invoice,5467TI(1),4/16/2008,2343,2871,SELEX Galileo,United Kingdom,EUROPE,VSS-350-TFW(PK),,VSS with Core & Comm. Std Libs. Peak-use Floating License,300-4000-00,,1,0,0,0,Normal
Invoice,5537SI,4/17/2008,,9083,Qualcomm Flarion Technologies,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,5538SI,4/17/2008,7197,7197,Med-Eng Systems Inc.,Canada,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,3,1500,0,4500,Normal
Invoice,5539SI,4/17/2008,,2275,Lockheed Martin,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,0,1500,Normal
Invoice,5540SI,4/17/2008,,7384,ITT Avionics Division,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,0,1500,Normal
Invoice,5541SI,4/17/2008,,8885,Honeywell Defense and Space,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,5542SI,4/17/2008,,51,BAE Systems,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,5543SI,4/17/2008,,9436,ARS Products LLC,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,0,1500,Normal
Invoice,5544SI,4/17/2008,,8857,Advantech Satellite Networks,Canada,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,5545SI,4/17/2008,,8865,Advanced Control Components,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,2,1500,0,3000,Normal
Invoice,5546SI,4/17/2008,,8841,California Micro Devices,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,5532MD,4/18/2008,,2275,Lockheed Martin,United States,NORTH AMERICA,MWO-228-MFW,MWO-MAIN,MWO for MMIC; 12M Maint/Floating/Win,000-2301-00,AWR,5,7200,0,36000,Normal
Invoice,5533MI,4/18/2008,6763,2783,Celar,France,EUROPE,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,INT,1,6399,0,6399,Normal
Invoice,5533MI,4/18/2008,6763,2783,Celar,France,EUROPE,VSS-250-MLW,VSS-MAIN,VSS for Communication Signals; 12M Maint/Locked/Win,000-2301-00,INT,1,3152.1,0,3152.1,Normal
Invoice,5534MD,4/18/2008,,1998,Crescend Technologies,United States,NORTH AMERICA,FIL-100-MLW,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/Locked/Win,000-2301-00,AWR,1,1125,0,1125,Normal
Invoice,5535TD,4/18/2008,,6466,"RF Micro Devices, Inc.",United States,NORTH AMERICA,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,AWR,2,8865,0,17730,Normal
Invoice,5536MD,4/18/2008,,8966,Naval Research Laboratory (NRL) Photonics Technology,United States,NORTH AMERICA,MWO-105-MLW,MWO-MAIN,MWO Linear & Layout; 12M Maint/Locked/Win,000-2301-00,AWR,1,1800,0,1800,Normal
Invoice,5537CI,4/18/2008,6763,9448,Continental Automotive France SAS,France,EUROPE,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,INT,1,8532,0,8532,Normal
