Dept	Account	CC	Account	CC-Tax	Account-Tax	AWR High Level P&L	NI Line Description
400	7590	1090	62090	1090	62090	COGS	Misc. Travel
400	7650	1090	90999	1090	90999	COGS	other expenses
400	7800	1090	69082	1090	69082	COGS	Computer Equipment Depr.
500	5210	4079	64010	4079	64010	Commission	Sales rep. commissions
500	5250	4079	40010	4079	40010	Commission	Domestics sales revenue
500	6000	4079	60001	4079	60001	BaseWages	Salaries
500	6001	4079	60016	4079	60016	Commission	Bonus- Vacation pay
500	6002	4079	60095	4079	60095	Commission	Misc. personnel expense
500	6009	4079	61011	4079	61011	NI	Payroll Tax
500	6010	4079	61011	4079	61011	Personnel	Payroll Tax
500	6020	4079	60015	4079	60015	Vacation	Vacation
500	6030	4079	60013	4079	60013	Personnel	Employee awards
500	6035	4079		4079		Personnel	
500	6040	4079	61095	4079	61095	Personnel	Other employee benefits: Deductible
500	6041	4079	95001	4079	95001	Personnel	Employee benefits
500	6045	4079	63017	4079	63017	Personnel	Membership fees
500	6050	4079	64007	4079	64007	Consulting	Consulting fees
500	6051	4079	64007	4079	64007	Personnel	Consulting fees
500	6054	4079	64007	4079	64007	Personnel	Consulting fees
500	6055	4079	65095	4079	65095	Personnel	Recruiter Fees
500	6057	4079	64007	4079	64007	Personnel	Consulting fees
500	6100	4079	61021	4079	61021	Personnel	Group insurance
500	6200	4079	68029	4079	68029	Office	Telephone: Cell
500	6210	4079	68021	4079	68021	Office	Telephone: Local
500	6230	4079	68031	4079	68031	Office	Internet fees
500	6240	4079	68001	4079	68001	Office	Utilities: electric & water
500	6290	4079	67095	4079	67095	Office	Misc. building
500	6300	4079	67001	4079	67001	Office	Office space rent
500	6390	4079	67001	4079	67001	Office	Office space rent
500	6400	4079	90001	4079	90001	Office	Bank charges
500	6405	4079	63011	4079	63011	Office	Books
500	6415	4079	69043	4079	69043	Office	"Computers, equipment&tools<$1000"
500	6416	4079	69031	4079	69031	Office	Equipment maintenance
500	6420	4079	69047	4079	69047	Office	Software<$1000
500	6421	4079	69032	4079	69032	Office	Software maintenance
500	6425	4079		4079		Office	
500	6435	4079	70001	4079	70001	Office	Office supplies
500	6440	4079	70095	4079	70095	Office	Other Office
500	6445	4079	92020	4079	92020	Office	other taxes & fees
500	6455	4079	90031	4079	90031	Office	Non-deductible penalties
500	6460	4079	66010	4079	66010	Office	Postage
500	6515	4079	65059	4079	65059	Office	legal: general
500	6516	4079	65058	4079	65058	Office	legal: sales
500	6900	4079	95005	4079	95005	Office	Allocated supplied
500	7100	4079	63013	4079	63013	Office	Dues & subscriptions (deductable)
500	7125	4079		4079		Office	
500	7135	4079	64031	4079	64031	Office	Copy & Printing
500	7315	4079	70059	4079	70059	Office	Promotional items
500	7320	4079	82095	4079	82095	T&E	Misc. Tradeshow
500	7325	4079	82045	4079	82045	T&E	sales rep conference
500	7330	4079	82030	4079	82030	T&E	Special events
500	7500	4079	62010	4079	62010	T&E	Airfare
500	7505	4079	62020	4079	62020	T&E	Hotel
500	7510	4079	62081	4079	62081	T&E	Entertainment - deductible
500	7515	4079	62030	4079	62030	T&E	Travel Meals
500	7520	4079	62007	4079	62007	T&E	Transportation Expenses
500	7525	4079	62032	4079	62032	T&E	Travel: Parking
500	7530	4079	62061	4079	62061	T&E	Mileage (non-taxable)
500	7535	4079	62065	4079	62065	T&E	Auto & Gas
500	7540	4079	63005	4079	63005	T&E	Seminars
500	7545	4079	62081	4079	62081	T&E	Entertainment - deductible
500	7550	4079	62081	4079	62081	T&E	Entertainment - deductible
500	7590	4079	62090	4079	62090	T&E	Misc. Travel
500	7610	4079	90021	4079	90021	Office	Provision for Bad Debt
500	7650	4079	90999	4079	90999	Office	Other expenses
500	7800	4079	69082	4079	69082	Office	Computer Equipment Depr.
600	6000	6079	60001	6079	60001	BaseWages	Salaries
600	6001	6079	60016	6079	60016	Commission	Bonus- Vacation pay
600	6002	6079	60095	6079	60095	Commission	Misc. personnel expense
600	6009	6079	61011	6079	61011	NI	Payroll Tax
600	6010	6079	61011	6079	61011	Personnel	Payroll Tax
600	6020	6079	60015	6079	60015	Vacation	Vacation
600	6030	6079	60013	6079	60013	Personnel	Employee awards
600	6035	6079		6079		Personnel	
600	6040	6079	61095	6079	61095	Personnel	Other employee benefits: Deductible
600	6045	6079	63017	6079	63017	Personnel	Membership fees
600	6050	6079	64007	6079	64007	Consulting	Consulting fees
600	6055	6079	65095	6079	65095	Personnel	Recruiter Fees
600	6100	6079	61021	6079	61021	Personnel	Group insurance
600	6190	6079	91009	6079	91009	Personnel	Other insurance
600	6200	6079	68029	6079	68029	Office	Telephone: Cell
600	6210	6079	68021	6079	68021	Office	Telephone: Local
600	6230	6079	68031	6079	68031	Office	Internet fees
600	6405	6079	63011	6079	63011	Office	Books
600	6415	6079	69043	6079	69043	Office	"Computers, equipment&tools<$1000"
600	6416	6079	69031	6079	69031	Office	Equipment maintenance
600	6420	6079	69047	6079	69047	Office	Software<$1000
600	6421	6079	69032	6079	69032	Office	Software maintenance
600	6425	6079		6079		Office	
600	6435	6079	70001	6079	70001	Office	Office supplies
600	6440	6079	70095	6079	70095	Office	Misc. supplies
600	6455	6079	90031	6079	90031	Office	Non-deductible penalties
600	6460	6079	66006	6079	66006	Programs	Tradeshow postage
600	6900	6079	95005	6079	95005	Programs	Allocated supplied
600	7000	6079	73095	6079	73095	Programs	Misc. advertising
600	7100	6079	63013	6079	63013	Programs	Dues & subscriptions (deductable)
600	7110	6079	75050	6079	75050	Programs	Marketing lit production
600	7115	6079	75040	6079	75040	Programs	Marketing literature
600	7120	6079	73044	6079	73044	Programs	Direct Marketing
600	7125	6079	75040	6079	75040	Programs	Marketing literature
600	7135	6079	64031	6079	64031	Programs	Copy & Printing
600	7140	6079	73044	6079	73044	Programs	Direct Marketing
600	7200	6079	73060	6079	73060	Programs	Marketing materials
600	7210	6079	76048	6079	76048	Programs	Brochures
600	7300	6079	82010	6079	82010	Programs	Tradeshow booth space
600	7305	6079	82020	6079	82020	Programs	Tradeshow booth services
600	7310	6079	82020	6079	82020	Programs	Tradeshow booth services
600	7315	6079	70059	6079	70059	Programs	Promotional items
600	7320	6079	82095	6079	82095	Programs T&E	Misc. Tradeshow
600	7325	6079	82045	6079	82045	Programs T&E	Sales rep conf.
600	7330	6079	82030	6079	82030	Programs T&E	Special events
600	7335	6079	82020	6079	82020	Programs T&E	Tradeshow booth services
600	7350	6079	82076	6079	82076	Programs T&E	Sponsorship
600	7390	6079	82095	6079	82095	Programs T&E	Misc Tradeshow
600	7500	6079	62010	6079	62010	Programs T&E	Airfare
600	7505	6079	62020	6079	62020	Programs T&E	Hotel
600	7510	6079	62081	6079	62081	Programs T&E	Entertainment - deductible
600	7515	6079	62030	6079	62030	Programs T&E	Travel Meals
600	7520	6079	62007	6079	62007	Programs T&E	Transportation Expenses
600	7525	6079	62032	6079	62032	Programs T&E	Travel: Parking
600	7530	6079	62061	6079	62061	Programs T&E	Mileage (non-taxable)
600	7540	6079	63005	6079	63005	Programs T&E	Seminars
600	7545	6079	62081	6079	62081	Programs T&E	Entertainment - deductible
600	7590	6079	62090	6079	62090	Programs T&E	Misc. Travel
600	7650	6079	90999	6079	90999	Programs T&E	other expenses
600	7800	6079	69082	6079	69082	Office	Computer Equipment Depr.
700	5300	2443	64007	2443	64007	Personnel	Consultanting fees
700	6000	2443	60001	2443	60001	BaseWages	Salaries
700	6001	2443	60016	2443	60016	Commission	Bonus- Vacation pay
700	6002	2443	60095	2443	60095	Commission	Misc. personnel expense
700	6009	2443	61011	2443	61011	NI	Payroll Tax
700	6010	2443	61011	2443	61011	Personnel	Payroll Tax
700	6020	2443	60015	2443	60015	Vacation	Vacation
700	6030	2443	60013	2443	60013	Personnel	Employee awards
700	6035	2443		2443		Personnel	
700	6040	2443	61095	2443	61095	Personnel	Other employee benefits: Deductible
700	6045	2443	63017	2443	63017	Personnel	Membership fees
700	6050	2443	64007	2443	64007	Consulting	Consulting fees
700	6055	2443	65095	2443	65095	Personnel	Recruiter Fees
700	6100	2443	61021	2443	61021	Personnel	Group insurance
700	6120	2443	61029	2443	61029	Personnel	Long term disability
700	6200	2443	68029	2443	68029	Office	Telephone: Cell
700	6210	2443	68021	2443	68021	Office	Telephone: Local
700	6230	2443	68031	2443	68031	Office	Internet fees
700	6300	2443	67001	2443	67001	Office	Rent-Corporate office
700	6405	2443	63011	2443	63011	Office	Books
700	6415	2443	69043	2443	69043	Office	"Computers, equipment&tools<$1000"
700	6420	2443	69047	2443	69047	Office	Software<$1000
700	6421	2443	69032	2443	69032	Office	Software maintenance
700	6425	2443		2443		Office	
700	6435	2443	70001	2443	70001	Office	Office supplies
700	6440	2443	70095	2443	70095	Office	Other Office
700	6445	2443	92020	2443	92020	Office	Other Tax/License
700	6455	2443	90031	2443	90031	Office	Non-deductible penalties
700	6460	2443	66010	2443	66010	Office	Postage
700	6900	2443	95005	2443	95005	Office	Allocated supplied
700	7100	2443	63013	2443	63013	Office	Dues & subscriptions (deductable)
700	7135	2443	64031	2443	64031	Office	Copy & Printing
700	7325	2443	82045	2443	82045	T&E	sales rep. conf
700	7330	2443	82030	2443	82030	T&E	Special events
700	7500	2443	62010	2443	62010	T&E	Airfare
700	7505	2443	62020	2443	62020	T&E	Hotel
700	7510	2443	62081	2443	62081	T&E	Entertainment - deductible
700	7515	2443	62030	2443	62030	T&E	Travel Meals
700	7520	2443	62007	2443	62007	T&E	Transportation Expenses
700	7525	2443	62032	2443	62032	T&E	Travel : Parking
700	7530	2443	62061	2443	62061	T&E	Mileage (non-taxable)
700	7540	2443	63005	2443	63005	T&E	Seminars
700	7545	2443	62081	2443	62081	T&E	Entertainment - deductible
700	7590	2443	62090	2443	62090	T&E	Misc. Travel
700	7650	2443	90999	2443	90999	T&E	other expenses
700	7800	2443	69082	2443	69082	Office	Computer Equipment Depr.
700	8030	2443	69087	2443	69087	Office	Goodwill amortization
800	6000	9095	60001	9095	60001	BaseWages	Salaries
800	6001	9095	60016	9095	60016	Commission	Bonus- Vacation pay
800	6002	9095	60095	9095	60095	Commission	Misc. personnel expense
800	6009	9095	61011	9095	61011	NI	Payroll Tax
800	6010	9095	61011	9095	61011	Personnel	Payroll Tax
800	6020	9095	60015	9095	60015	Vacation	Vacation
800	6030	9095	60013	9095	60013	Personnel	Employee awards
800	6035	9095		9095		Personnel	
800	6040	9095	61095	9095	61095	Personnel	Other employee benefits: Deductible
800	6045	9095	63017	9095	63017	Personnel	Membership fees
800	6050	9095	64007	9095	64007	Consulting	Consulting fees
800	6055	9095	65095	9095	65095	Personnel	Recruiter Fees
800	6060	9095	92020	9095	92020	Personnel	Other taxes & fees
800	6100	9095	61021	9095	61021	Personnel	Group insurance
800	6110	9095	91003	9095	91003	Personnel	D&O insurance
800	6120	9095	61029	9095	61029	Personnel	Long term disability
800	6130	9095	91020	9095	91020	Personnel	Liability insurance
800	6140	9095		9095		Personnel	
800	6150	9095	61031	9095	61031	Personnel	Workers comp
800	6190	9095	91009	9095	91009	Personnel	Other insurance
800	6200	9095	68029	9095	68029	Office	Telephone: Cell
800	6210	9095	68021	9095	68021	Office	Telephone: Local
800	6230	9095	68031	9095	68031	Office	Internet fees
800	6240	9095	68001	9095	68001	Office	Utilities: electric & water
800	6250	9095	67053	9095	67053	Office	Building R&M administration
800	6260	9095	60018	9095	60018	Office	Moving: Paid to employee
800	6290	9095	67095	9095	67095	Office	Misc. building
800	6300	9095	67001	9095	67001	Office	Office space rent
800	6301	9095	67001	9095	67001	Office	Office space rent
800	6302	9095	67001	9095	67001	Office	Office space rent
800	6390	9095	67001	9095	67001	Office	Office space rent
800	6400	9095	90001	9095	90001	Office	Bank charges
800	6405	9095	63011	9095	63011	Office	Books
800	6410	9095	93009	9095	93009	Office	Contributions other
800	6415	9095	69043	9095	69043	Office	"Computers, equipment&tools<$1000"
800	6416	9095	69031	9095	69031	Office	Equipment maintenance
800	6420	9095	69047	9095	69047	Office	Software<$1000
800	6421	9095	69032	9095	69032	Office	Software maintenance
800	6425	9095		9095		Office	
800	6430	9095	70001	9095	70001	Office	Office supplies
800	6435	9095	70001	9095	70001	Office	Office supplies
800	6440	9095	70095	9095	70095	Office	Other Office
800	6445	9095	92020	9095	92020	Office	Other taxes & fees
800	6450	9095	92020	9095	92020	Office	Other taxes & fees
800	6455	9095	90031	9095	90031	Office	Non-deductible penalties
800	6460	9095	66010	9095	66010	Office	Postage
800	6500	9095	65041	9095	65041	Office	Audit & tax services
800	6501	9095	92020	9095	92020	Office	Other taxes & fees
800	6502	9095	65058	9095	65058	Office	Legal: sales
800	6509	9095	65044	9095	65044	Office	Outside Accountants
800	6510	9095	65061	9095	65061	Office	Legal: corporate
800	6511	9095	65059	9095	65059	Office	legal: general
800	6512	9095	65063	9095	65063	Office	Legal: litigation
800	6513	9095	65061	9095	65061	Office	Legal: corporate
800	6514	9095	61045	9095	61045	Office	Immigration
800	6800	9095		9095		Office	
800	6810	9095		9095		Office	
800	6820	9095		9095		Office	
800	6900	9095	95005	9095	95005	Office	Allocated supplied
800	6901	9095	95005	9095	95005	Office	Allocated supplied
800	7100	9095	63013	9095	63013	Office	Dues & subscriptions (deductable)
800	7135	9095	64031	9095	64031	Office	Copy & Printing
800	7325	9095	82045	9095	82045	T&E	sales rep. conf
800	7330	9095	82030	9095	82030	T&E	Special events
800	7500	9095	62010	9095	62010	T&E	Airfare
800	7505	9095	62020	9095	62020	T&E	Hotel
800	7510	9095	62081	9095	62081	T&E	Entertainment - deductible
800	7515	9095	62030	9095	62030	T&E	Travel Meals
800	7520	9095	62007	9095	62007	T&E	Transportation Expenses
800	7525	9095	62032	9095	62032	T&E	Travel: Parking
800	7530	9095	62061	9095	62061	T&E	Mileage (non-taxable)
800	7540	9095	63005	9095	63005	T&E	Seminars
800	7545	9095	62081	9095	62081	T&E	Entertainment - deductible
800	7590	9095	62090	9095	62090	T&E	Misc. travel
800	7600	0	98011	0	98011	Office	Gain/loss on disposal
800	7610	9095	90023	9095	90023	Office	Other expenses (Attn:Att'g)
800	7650	9095	90999	9095	90999	Office	Other expenses (Attn:Att'g)
800	7700	0	98050	0	98050	G&A non_opex	Realized exchange gain(loss)
800	7710	0	98060	0	98060	G&A non_opex	Unrealized exchange gain(loss)
800	7800	9095	69082	9095	69082	Office	Computer Equipment depreciation
800	9000	0	96001	0	96001	G&A non_opex	Interest Income
800	9010	0	97095	0	97095	G&A non_opex	Other non-operating expense
800	9020	0	97057	0	97057	G&A non_opex	Management Allocations
800	9100	0	97010	0	97010	G&A non_opex	Interco. interest expense
800	9200	0	99001	0	99001	G&A non_opex	Federal income tax
800	9201	0	99050	0	99050	G&A non_opex	Deferred tax expense
