SOP Type,SOP Number,Document Date,Corporate Customer Number,Customer Number,Customer Name,Country from Customer Master,Sales Territory,Item Number,Item Class Code,Item Description,COGS Account Number,PriceLevel,QTY,Unit Price,Markdown Amount,Extended Price,Void Status
Invoice,7792CI.,6/10/2011,,9530,Meteksan Savunma,Turkey,EUROPE,MWO-228-PFW,MWO-PURC,MWO for MMIC; Purchase/Floating/RID#19753,300-4015-00,AWR,1,62239.94,0,62239.94,Normal
Invoice,7792CI.,6/10/2011,,9530,Meteksan Savunma,Turkey,EUROPE,MWO-228-PFW,MWO-PURC,MWO for MMIC; Purchase/Floating/RID#19753,300-4015-00,AWR,1,62239.94,0,62239.94,Normal
Invoice,7887CI,7/29/2011,1459,10403,FSUE NIIR,Russia,EUROPE,MWO-449-PLW,MWO-PURC,MWO for MMIC/Modules; Purchase/Locked/RID#19967,300-4015-00,RES15,1,61200,0,61200,Normal
Invoice,7780TI(1).,6/21/2011,6763,10000,Inside Contactless,FRANCE,EUROPE,MWO-136-TLW,MWO-TERM,"MWO Linear: AXIEM DS, Layout, iNets - Locked - Subscription (includes maintenance); Term/Locked",000-2300-00,EUR,6,10100,0,60600,Normal
Invoice,7780TI(1).,6/21/2011,6763,10000,Inside Contactless,FRANCE,EUROPE,MWO-136-TLW,MWO-TERM,"MWO Linear: AXIEM DS, Layout, iNets - Locked - Subscription (includes maintenance); Term/Locked",000-2300-00,EUR,6,10100,0,60600,Normal
Invoice,7018SI,6/1/2011,,1528,WIN Semiconductors Corp.,Taiwan,ASIA,ADMIN FEE,MISC,PDK consulting fee,300-4300-00,INT,1,60000,0,60000,Normal
Invoice,7018SI,6/1/2011,,1528,WIN Semiconductors Corp.,Taiwan,ASIA,ADMIN FEE,MISC,PDK consulting fee,300-4300-00,INT,1,60000,0,60000,Normal
Invoice,8297CD,3/15/2012,,5128,"Semtech, Inc",US,NORTH AMERICA,XEM-100-PFW,XEM-PURC,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Purchase/Floating/RID#20964,300-4025-00,AWR,2,36000,6480,59040,Normal
Invoice,5467TI(5),12/22/2011,2343,2871,SELEX Galileo,United Kingdom,EUROPE,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/Win,000-2300-00,AWR,4,18186.61,4299.87,55546.98,Normal
Invoice,5467TI(5),12/22/2011,2343,2871,SELEX Galileo,United Kingdom,EUROPE,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/Win,000-2300-00,AWR,4,18186.61,4299.87,55546.98,Normal
Invoice,7765CD(1),5/26/2011,8930,9654-KK,Murata Manufacturing,Japan,ASIA,XEM-100-PFW,XEM-PURC,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Purchase/Floating/RID#19663,300-4025-00,JAP,1,58364.36,3431.82,54932.53,Normal
Invoice,7748TD,5/13/2011,,991,TriQuint Semiconductor,USA,NORTH AMERICA,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/RID#19582,000-2300-00,AWR,2,32000,6400,51200,Normal
Invoice,7835TMI(1),6/30/2011,,551-DIR,Rohde & Schwarz,GERMANY,EUROPE,ADMIN,,FLEX Access,000-2300-00,,1,50438,0,50438,Normal
Invoice,7835TMI(1),6/30/2011,,551-DIR,Rohde & Schwarz,GERMANY,EUROPE,ADMIN,,FLEX Access,000-2300-00,,1,50438,0,50438,Normal
Invoice,6308TI(3),4/1/2011,6763,8461,ST Microelectronics,France,EUROPE,APL-200-TLW,APL-TERM,APLAC Time-Domain & HB Advanced; Term/Locked/Win,000-2300-00,INT,5,10080.72,0,50403.6,Normal
Invoice,8214CI,1/31/2012,10329,10619,DSO National Laboratories,Singapore,ASIA,MWO-449-PLW,MWO-PURC,MWO for MMIC/Modules; Purchase/Locked/RID#20787,300-4015-00,RES30,1,50400,0,50400,Normal
Invoice,7738CI,4/27/2011,6763,2176,Thales Alenia Space France,FRANCE,EUROPE,MWO-246-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/RID#19558,300-4015-00,EUR,1,70845.06,21253.52,49591.54,Normal
Invoice,8134CI,12/20/2011,,10600,RC Maspos d.o.o,Slovenia,EUROPE,MWO-226-PLW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Locked/RID#20566,300-4015-00,EUR,2,35312.46,10593.74,49437.44,Normal
Invoice,7727CI,4/27/2011,8930,10439-KK,"Comtec Hiroshima Co., Ltd",JAPAN,ASIA,MWO-246-PLW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Locked/RID#19546,300-4015-00,JAP,1,69476.78,20843.03,48633.75,Normal
Invoice,7767CD,5/27/2011,,10455,Lockheed Martin Corporation,US,NORTH AMERICA,MWO-228-PFW,MWO-PURC,MWO for MMIC; Purchase/Floating/RID#19682,300-4015-00,AWR,1,48000,0,48000,Normal
Invoice,7835TMI(1),6/30/2011,,551-DIR,Rohde & Schwarz,GERMANY,EUROPE,MWO-226-TFW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Floating/RID#19851,000-2300-00,EUR,3,16000,0,48000,Normal
Invoice,7835TMI(1),6/30/2011,,551-DIR,Rohde & Schwarz,GERMANY,EUROPE,MWO-226-TFW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Floating/RID#19851,000-2300-00,EUR,3,16000,0,48000,Normal
Invoice,8204CD,1/31/2012,,10622,Lockheed Martin Shared Services,US,NORTH AMERICA,MWO-228-PFW,MWO-PURC,MWO for MMIC; Purchase/Floating/RID#20778,300-4015-00,AWR,1,48000,0,48000,Normal
Invoice,8230CI,2/14/2012,8930,5043-KK,Fujitsu Laboratories,Japan,ASIA,XEM-100-PLW,XEM-PURC,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Purchase/Locked/RID#20827,300-4025-00,JAP,1,47334.98,0,47334.98,Normal
Invoice,8123CI,12/20/2011,2213,10053,FGUP NII Ekran,Russia,EUROPE,MWO-246-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/RID#20561,300-4015-00,RES30,1,47040,0,47040,Normal
Invoice,8299PI,3/19/2012,6763,7514,LeGrand,FRANCE,EUROPE,MWO-246-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/RID#20966,300-4015-00,EUR,1,66761.64,20028.49,46733.15,Normal
Invoice,7735CD,4/29/2011,,263,Government of Isreal,US,EUROPE,MWO-246-PLW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Locked/RID#19549,300-4015-00,INT,1,50400,5040,45360,Normal
Invoice,7885CD-UP,7/29/2011,,7957,AR rf/microwave instrumentation,US,NORTH AMERICA,MWO-246-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/RID#19965,300-4015-00,AWR,1,56000,11200,44800,Normal
Invoice,8137TD,12/21/2011,,991,TriQuint Semiconductor,US,NORTH AMERICA,MWO-449-TFW,MWO-TERM,MWO for MMIC/Modules; Term/Floating/RID#20568,000-2300-00,AWR,2,28000,5600,44800,Normal
Invoice,7765CD(1),5/26/2011,8930,9654-KK,Murata Manufacturing,Japan,ASIA,MWO-228-MFW,MWO-MAIN,MWO for MMIC; 12M Maint/Floating/RID#19661,000-2301-00,JAP,4,14050.68,3137.2,43653.9,Normal
Invoice,7790CD-UP,6/22/2011,,2027,Northrop Grumman,US,NORTH AMERICA,MWO-228-PFW,MWO-PURC,MWO for MMIC; Purchase/Floating/RID#19720,300-4015-00,AWR,1,48000,4800,43200,Normal
Invoice,7790CD-UP,6/22/2011,,2027,Northrop Grumman,US,NORTH AMERICA,MWO-228-PFW,MWO-PURC,MWO for MMIC; Purchase/Floating/RID#19720,300-4015-00,AWR,1,48000,4800,43200,Normal
Invoice,8359CI,3/31/2012,,10673,Pro Patria Electronics Kft,Hungary,EUROPE,MWO-246-PLW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Locked/RID#21068,300-4015-00,EUR,1,50005.26,7500.79,42504.47,Normal
Invoice,7827CI,6/23/2011,1459,10477,Microwave Systems Joint-Stock Company,Russia,EUROPE,MWO-226-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/RID#19837,300-4015-00,EUR,1,41811.19,0,41811.19,Normal
Invoice,7827CI,6/23/2011,1459,10477,Microwave Systems Joint-Stock Company,Russia,EUROPE,MWO-226-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/RID#19837,300-4015-00,EUR,1,41811.19,0,41811.19,Normal
Invoice,8154CI,12/22/2011,10449,10594,ABB Schweiz AG,SWITZERLAND,EUROPE,MWO-449-PLW,MWO-PURC,MWO for MMIC/Modules; Purchase/Locked/RID#20598,300-4015-00,RES30,1,51928.48,10385.7,41542.78,Normal
Invoice,8360CD,3/31/2012,,9636,Space Labs/Loral,US,NORTH AMERICA,MWO-228-MFW,MWO-MAIN,MWO for MMIC; 12M Maint/Floating/RID#21071,000-2301-00,AWR,6,6696,0,40176,Normal
Invoice,7961TI,9/20/2011,9568,7322,Telekom Research and Development Sdn Bhd,Malaysia,,MWO-449-TFW,MWO-TERM,MWO for MMIC/Modules; Term/Floating/RID#20159,000-2300-00,RES30,1,40128,0,40128,Normal
Invoice,7912MD,8/18/2011,211886,154,CSC (Raytheon),US,NORTH AMERICA,MWO-226-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating/Win,000-2301-00,AWR,7,5700,0,39900,Normal
Invoice,8221TD(1),2/6/2012,,296,HRL Laboratories,US,NORTH AMERICA,ANO-449-TFW,ANO-TERM,ANO for RFIC; Term/Floating/RID#20796,000-2300-00,AWR,1,46700,7005,39695,Normal
Invoice,7444MI(2),10/1/2011,2343,553,Roke Manor,United Kingdom,EUROPE,MWO-226-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating,000-2301-00,EUR,6,6816.57,219.89,39580.06,Normal
Invoice,7917TI,8/30/2011,,4037,Nera Networks,Norway,EUROPE,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/RID#20061,000-2300-00,EUR,2,28100,8430,39340,Normal
Invoice,8134CI,12/20/2011,,10600,RC Maspos d.o.o,Slovenia,EUROPE,XEM-100-PLW,XEM-PURC,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Purchase/Locked/RID#20567,300-4025-00,EUR,2,27921.48,8376.44,39090.07,Normal
Invoice,6735TD(4),12/21/2011,2343,2871,SELEX Galileo,United Kingdom,EUROPE,XEM-100-TFW,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/Floating/Win,000-2300-00,EUR,4,12080.96,2416.19,38659.07,Normal
Invoice,7963CD,9/19/2011,,9636,Space Labs/Loral,US,NORTH AMERICA,VSS-250-PFW,VSS-PURC,VSS for Communication Signals; Purchase/Floating/RID#20164,300-4020-00,AWR,2,24000,4800,38400,Normal
Invoice,8209TD,1/31/2012,,8905,TriQuint Semiconductor,US,NORTH AMERICA,MWO-125-TFW,MWO-TERM,"MWO Linear: EMSight, Layout; Term/Floating/RID#20762",000-2300-00,AWR,5,9600,1920,38400,Normal
Invoice,8355CI,3/31/2012,,10672,Scientific and Production Enterprise New Telecommunications,Russia,EUROPE,VSS-350-PFW,VSS-PURC,VSS for Wireless Communication Standards; Purchase/Floating/RID#21063,300-4020-00,INT,1,38400,0,38400,Normal
Invoice,8001TI(1),10/11/2011,2343,7845,Nujira,United Kingdom,EUROPE,MWO-226-TFW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Floating/RID#20268,000-2300-00,EUR,3,17049.38,4262.35,38361.11,Normal
Invoice,7793CD,6/10/2011,,9334,Larsen & Toubro Ltd.,India,ASIA,MWO-226-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/RID#19752,300-4015-00,AWR,1,45600,7500,38100,Normal
Invoice,7793CD,6/10/2011,,9334,Larsen & Toubro Ltd.,India,ASIA,MWO-226-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/RID#19752,300-4015-00,AWR,1,45600,7500,38100,Normal
Invoice,7063CD(3),3/1/2012,827,478,Northrop Grumman,US,NORTH AMERICA,MWO-248-MFW,MWO-MAIN,"MWO for MMIC:HB,EMSight,AXIEM FS,Layout,DRC,MMIC Libraries 12M Maint/FL/Win",000-2301-00,AWR,5,7533,0,37665,Normal
Invoice,7798CI,6/18/2011,2343,10038,Amplifier Technology,United Kingdom,EUROPE,MWO-226-PLW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Locked/RID#19769,300-4015-00,EUR,1,37291.68,0,37291.68,Normal
Invoice,7798CI,6/18/2011,2343,10038,Amplifier Technology,United Kingdom,EUROPE,MWO-226-PLW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Locked/RID#19769,300-4015-00,EUR,1,37291.68,0,37291.68,Normal
Invoice,7794TMD(1),6/22/2011,,51,Cobham Sensor Systems,US,NORTH AMERICA,MWO-226-TFW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Floating/RID#19748,000-2300-00,AWR,4,13300,3990,37240,Normal
Invoice,7794TMD(1),6/22/2011,,51,Cobham Sensor Systems,US,NORTH AMERICA,MWO-226-TFW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Floating/RID#19748,000-2300-00,AWR,4,13300,3990,37240,Normal
Invoice,7260TI(2),7/9/2011,2343,9508,VIPer RF Ltd,United Kingdom,EUROPE,MWO-228-TLW,MWO-TERM,MWO for MMIC; Term/Locked/RID#18307,000-2300-00,EUR,3,16391.29,4057.25,37002.12,Normal
Invoice,8310TD,3/23/2012,,10029,Naval Research Laboratory,US,NORTH AMERICA,CUSTOM,MISC,ANALYST: 3D FEM EM,000-2300-00,AWR,2,18000,0,36000,Normal
Invoice,8347MD,3/30/2012,,790,Wright-Patterson Air Force Base,US,NORTH AMERICA,MWO-228-MFW,MWO-MAIN,MWO for MMIC; 12M Maint/Floating/RID#5756,000-2301-00,AWR,5,7200,0,36000,Normal
Invoice,8128TD(1),12/21/2011,,5753,Teledyne Microwave,US,NORTH AMERICA,MWO-226-TFW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Floating,000-2300-00,AWR,3,13300,1330,35910,Normal
Invoice,8102CD,11/30/2011,,10588,NuWaves Engineering,US,NORTH AMERICA,MWO-246-PLW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Locked/RID#20502,300-4015-00,AWR,1,42000,6300,35700,Normal
Invoice,8143TD(1),12/22/2011,,4660,"Anadigics, Inc.",US,NORTH AMERICA,MWO-449-TLW,MWO-TERM,MWO for MMIC/Modules; Term/Locked/RID#20592,000-2300-00,AWR,2,21000,3150,35700,Normal
Invoice,8116CI,12/9/2011,10329,10599,AAC Technologies Pte Ltd,Singapore,ASIA,MWO-246-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/RID#20529,300-4015-00,RES30,1,47040,11382.52,35657.48,Normal
Invoice,8147CI,1/13/2012,2213,10609,Special Technology Center Ltd (OOO STC),Russia,EUROPE,MWO-246-PLW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Locked/RID#20637,300-4015-00,RES30,1,35280,0,35280,Normal
Invoice,"6429MD(3),",5/19/2011,,673,Northrop Grumman,US,NORTH AMERICA,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating,000-2301-00,AWR,7,5022,0,35154,Normal
Invoice,8310TD,3/23/2012,,10029,Naval Research Laboratory,US,NORTH AMERICA,CUSTOM,MISC,Additional 30 Simultaneous DFEM Solvers,000-2300-00,AWR,2,17500,0,35000,Normal
Invoice,8163CD,12/23/2011,,10606,Quasonix,US,NORTH AMERICA,MWO-246-PLW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Locked/riD#20607,300-4015-00,AWR,1,42000,8400,33600,Normal
Invoice,"6429MD(3),",5/19/2011,,673,Northrop Grumman,US,NORTH AMERICA,MWO-228-MFW,MWO-MAIN,"MWO for MMIC; 12M Maint/Floating/RID#8366, #15456",000-2301-00,AWR,5,6696,0,33480,Normal
Invoice,7043MD(3),2/23/2012,,574,BAE,US,NORTH AMERICA,MWO-225-M1W,MWO-MAIN,MWO for MIC/PCB; 12M Maint/WAN 1 TZ/Win,000-2301-00,AWR,6,5580,0,33480,Normal
Invoice,8319MI,3/23/2012,8930,383-KK,Panasonic Corporation,Japan,ASIA,MWO-246-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating/RID#17585,000-2301-00,JAP,3,17573.11,6502.05,33213.19,Normal
Invoice,7803CD,6/22/2011,,7384,ITT Electronic Systems,United States,NORTH AMERICA,XEM-100-PFW,XEM-PURC,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Purchase/Floating/RID#19083,300-4025-00,AWR,1,36000,3100,32900,Normal
Invoice,7803CD,6/22/2011,,7384,ITT Electronic Systems,US,NORTH AMERICA,XEM-100-PFW,XEM-PURC,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Purchase/Floating/RID#19083,300-4025-00,AWR,1,36000,3100,32900,Normal
Invoice,7794TMD(1),6/22/2011,,51,Cobham Sensor Systems,US,NORTH AMERICA,ANO-449-TFW,ANO-TERM,ANO for RFIC; Term/Floating/RID#19732,000-2300-00,AWR,1,46700,14010,32690,Normal
Invoice,7794TMD(1),6/22/2011,,51,Cobham Sensor Systems,US,NORTH AMERICA,ANO-449-TFW,ANO-TERM,ANO for RFIC; Term/Floating/RID#19732,000-2300-00,AWR,1,46700,14010,32690,Normal
Invoice,8268MD(1),3/6/2012,,9322,TRAK Microwave Corporation,US,NORTH AMERICA,MWO-226-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating/RID#14326,000-2301-00,AWR,6,5301,0,31806,Normal
Invoice,8082MD,11/29/2011,,3186,Honeywell,US,NORTH AMERICA,ANO-229-MFW,ANO-MAIN,ANO for RFIC; 12M Maint/Floating/RID#10582,000-2301-00,AWR,2,15800,0,31600,Normal
Invoice,8294CI,3/15/2012,10083,10657,LiteOn Technology Corp.,TAIWAN,ASIA,MWO-246-PLW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Locked/RID#20954,300-4015-00,RES30,1,35280,3764.09,31515.91,Normal
Invoice,8227CI,2/10/2012,8930,5043-KK,Fujitsu Laboratories,Japan,ASIA,VSS-250-PLW,VSS-PURC,VSS for Communication Signals; Purchase/Locked/RID#20824,300-4020-00,JAP,1,31513.42,0,31513.42,Normal
Invoice,7658TI(1).,8/8/2011,2343,9447,Toshiba Research Europe Limited,United Kingdom,EUROPE,ANO-229-TLW,ANO-TERM,ANO for RFIC; Term/Locked/RID#19981,000-2300-00,EUR,1,35673.82,4358.34,31315.48,Normal
Invoice,7792CI.,6/10/2011,,9530,Meteksan Savunma,Turkey,EUROPE,VSS-250-PFW,VSS-PURC,VSS for Communication Signals; Purchase/Floating/RID#19754,300-4020-00,AWR,1,31119.97,0,31119.97,Normal
Invoice,7792CI.,6/10/2011,,9530,Meteksan Savunma,Turkey,EUROPE,VSS-250-PFW,VSS-PURC,VSS for Communication Signals; Purchase/Floating/RID#19754,300-4020-00,AWR,1,31119.97,0,31119.97,Normal
Invoice,7977PI,9/28/2011,7396,3108,Tait Electronics Ltd.,New Zealand,AUSTRALIA,MWO-136-PFW,MWO-PURC,"MWO Linear: AXIEM DS, Layout, iNets - Floating; Purchase/Floating/RID#20203",300-4015-00,RES20,1,30720,0,30720,Normal
Invoice,8191TI,1/17/2012,,991,TriQuint Semiconductor,US,NORTH AMERICA,MWO-228-TFW,MWO-TERM,MWO for MMIC; 12M Term/Floating/RID#20719,000-2300-00,AWR,2,19200,3840,30720,Normal
Invoice,8191TI-NOTAX,1/17/2012,,991,TriQuint Semiconductor,US,NORTH AMERICA,MWO-228-TFW,MWO-TERM,MWO for MMIC; 12M Term/Floating/RID#20719,000-2300-00,AWR,2,19200,3840,30720,Normal
Return,8191TI-RTN,1/17/2012,,991,TriQuint Semiconductor,US,NORTH AMERICA,MWO-228-TFW,MWO-TERM,MWO for MMIC; 12M Term/Floating/RID#20719,000-2300-00,AWR,2,19200,3840,30720,Normal
Invoice,8309TI,3/27/2012,7396,8661,Kaelus (TriaSx),AUSTRALIA,AUSTRALIA,MWO-226-TFW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; 36M Term/Floating/RID#20994,000-2300-00,RES20,1,38400,7680,30720,Normal
Invoice,7956MI,9/16/2011,8930,5144-KK,Furuno Electric,Japan,ASIA,XEM-100-MFW,XEM-MAIN,AXIEM FS: 3D Planar EM - Direct & Fast Solver; 12M Maint/Floating/RID#20146,000-2301-00,JAP,3,11394.54,1163.73,30692.41,Normal
Invoice,7140TDI-5,4/11/2011,,541,RFMD,US,NORTH AMERICA,MWO-228-T0W,MWO-TERM,MWO for MMIC; Term/WAN WW/RID#18024,000-2300-00,AWR,6,7560,2520,30240,Normal
Invoice,7794TMD(1),6/22/2011,,51,Cobham Sensor Systems,US,NORTH AMERICA,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/RID#19726,000-2300-00,AWR,2,21600,6480,30240,Normal
Invoice,7794TMD(1),6/22/2011,,51,Cobham Sensor Systems,US,NORTH AMERICA,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/RID#19726,000-2300-00,AWR,2,21600,6480,30240,Normal
Invoice,7140TDI-6,7/10/2011,,541,RFMD,US,NORTH AMERICA,MWO-228-T0W,MWO-TERM,MWO for MMIC; Term/WAN WW/RID#18024,000-2300-00,AWR,6,7560,2520,30240,Normal
